episode,steps,duration (seconds),episode reward,mean reward
2448,96,1.42,-84.951,-0.885
2449,69,1.118,-129.755,-1.881
2450,115,1.876,-137.722,-1.198
2451,96,1.433,-88.438,-0.921
2452,103,1.461,-154.364,-1.499
2453,85,1.242,-78.078,-0.919
2454,112,1.616,-120.641,-1.077
2455,102,1.452,-180.028,-1.765
2456,139,1.99,-66.679,-0.48
2457,87,1.245,-124.974,-1.436
2458,146,2.088,-138.071,-0.946
2459,79,1.154,-83.928,-1.062
2460,70,0.978,-109.954,-1.571
2461,101,1.482,-110.359,-1.093
2462,81,1.183,-117.764,-1.454
2463,86,1.214,-147.32,-1.713
2464,122,1.777,-264.498,-2.168
2465,102,1.425,-154.232,-1.512
2466,120,1.71,-161.418,-1.345
2467,75,1.084,-107.351,-1.431
2468,106,1.521,-111.004,-1.047
2469,88,1.302,-131.318,-1.492
2470,100,1.489,-129.765,-1.298
2471,92,1.379,-145.409,-1.581
2472,112,1.65,-128.8,-1.15
2473,122,1.759,-92.773,-0.76
2474,63,0.932,-73.77,-1.171
2475,78,1.075,-118.185,-1.515
2476,105,1.552,-135.002,-1.286
2477,110,1.565,-216.355,-1.967
2478,94,1.39,-109.243,-1.162
2479,76,1.125,-100.457,-1.322
2480,134,1.953,-129.834,-0.969
2481,69,0.988,-131.453,-1.905
2482,107,1.552,-177.049,-1.655
2483,116,1.701,-139.348,-1.201
2484,75,1.094,-140.182,-1.869
2485,65,0.914,-118.45,-1.822
2486,65,0.928,-99.855,-1.536
2487,85,1.257,-193.467,-2.276
2488,68,1.022,-92.173,-1.355
2489,80,1.194,-120.065,-1.501
2490,107,1.559,-140.087,-1.309
2491,110,1.607,-152.172,-1.383
2492,80,1.481,-98.229,-1.228
2493,151,2.234,-94.287,-0.624
2494,71,1.032,-121.046,-1.705
2495,128,1.821,-85.132,-0.665
2496,67,0.975,-116.745,-1.742
2497,103,1.463,-121.717,-1.182
2498,82,1.146,-80.521,-0.982
2499,95,1.375,-104.786,-1.103
2500,110,1.579,-110.701,-1.006
2501,90,1.303,-143.003,-1.589
2502,105,1.475,-207.194,-1.973
2503,132,1.878,-107.152,-0.812
2504,83,1.227,-106.819,-1.287
2505,102,1.451,-165.604,-1.624
2506,89,1.295,-145.347,-1.633
2507,87,1.269,-120.969,-1.39
2508,104,1.531,-132.547,-1.274
2509,117,1.72,-165.706,-1.416
2510,107,1.53,-224.835,-2.101
2511,100,1.463,-156.979,-1.57
2512,101,1.471,-104.11,-1.031
2513,95,1.375,-136.73,-1.439
2514,109,1.584,-127.403,-1.169
2515,115,1.662,-131.737,-1.146
2516,95,1.441,-142.173,-1.497
2517,119,1.705,-118.242,-0.994
2518,120,1.699,-144.585,-1.205
2519,122,1.762,-125.022,-1.025
2520,157,2.285,-35.116,-0.224
2521,154,2.153,-104.893,-0.681
2522,114,1.654,-187.679,-1.646
2523,106,1.45,-135.514,-1.278
2524,69,1.029,-145.607,-2.11
2525,103,1.501,-152.983,-1.485
2526,75,1.078,-74.673,-0.996
2527,64,0.907,-108.811,-1.7
2528,102,1.463,-290.373,-2.847
2529,133,1.936,-101.089,-0.76
2530,147,2.114,-226.082,-1.538
2531,105,1.558,-164.986,-1.571
2532,109,1.526,-99.013,-0.908
2533,79,1.146,-115.044,-1.456
2534,133,1.88,-89.945,-0.676
2535,94,1.389,-125.649,-1.337
2536,138,1.987,-95.108,-0.689
2537,73,1.035,-154.437,-2.116
2538,117,1.696,-188.246,-1.609
2539,71,1.054,-159.005,-2.24
2540,113,1.895,-98.693,-0.873
2541,103,1.767,-94.492,-0.917
2542,68,1.039,-113.326,-1.667
2543,83,1.296,-158.342,-1.908
2544,76,1.162,-138.951,-1.828
2545,140,2.12,-152.749,-1.091
2546,87,1.283,-81.78,-0.94
2547,74,1.065,-136.24,-1.841
2548,106,1.579,-157.485,-1.486
2549,163,2.411,-68.917,-0.423
2550,122,1.917,-197.579,-1.62
2551,66,1.157,-133.783,-2.027
2552,87,1.529,-149.365,-1.717
2553,73,1.252,-173.674,-2.379
2554,67,1.136,-159.891,-2.386
2555,117,1.931,-150.265,-1.284
2556,77,1.18,-141.459,-1.837
2557,83,1.35,-136.319,-1.642
2558,113,1.823,-125.327,-1.109
2559,86,1.292,-136.129,-1.583
2560,89,1.425,-105.668,-1.187
2561,70,1.179,-69.369,-0.991
2562,71,1.223,-116.793,-1.645
2563,62,0.993,-157.55,-2.541
2564,85,1.368,-134.568,-1.583
2565,92,1.427,-135.397,-1.472
2566,121,2.158,-224.462,-1.855
2567,124,2.098,-152.569,-1.23
2568,111,1.836,-175.086,-1.577
2569,105,1.784,-66.759,-0.636
2570,108,1.661,-149.601,-1.385
2571,124,1.855,-218.131,-1.759
2572,95,1.421,-111.763,-1.176
2573,93,1.42,-157.955,-1.698
2574,127,1.865,-143.82,-1.132
2575,98,1.472,-119.689,-1.221
2576,120,1.738,-140.346,-1.17
2577,79,1.306,-83.793,-1.061
2578,115,1.731,-237.641,-2.066
2579,112,1.745,-136.068,-1.215
2580,111,1.69,-180.052,-1.622
2581,122,1.852,-140.777,-1.154
2582,91,1.347,-103.2,-1.134
2583,87,1.288,-66.418,-0.763
2584,115,1.68,-121.028,-1.052
2585,100,1.452,-181.098,-1.811
2586,117,1.711,-150.506,-1.286
2587,99,1.468,-146.47,-1.479
2588,106,1.596,-148.109,-1.397
2589,116,1.755,-129.671,-1.118
2590,58,0.899,-135.058,-2.329
2591,100,1.478,-121.193,-1.212
2592,73,1.096,-114.024,-1.562
2593,70,1.071,-167.66,-2.395
2594,142,2.166,-67.486,-0.475
2595,57,0.882,-174.236,-3.057
2596,102,1.562,-127.079,-1.246
2597,69,1.007,-104.055,-1.508
2598,92,1.366,-80.729,-0.877
2599,86,1.294,-131.222,-1.526
2600,112,1.635,-116.283,-1.038
2601,148,2.25,-110.525,-0.747
2602,63,0.98,-90.41,-1.435
2603,92,1.413,-137.879,-1.499
2604,80,1.279,-139.349,-1.742
2605,73,1.165,-103.228,-1.414
2606,96,1.428,-79.2,-0.825
2607,122,1.803,-134.834,-1.105
2608,86,1.469,-100.454,-1.168
2609,108,1.659,-173.604,-1.607
2610,120,1.738,-151.48,-1.262
2611,146,2.101,-192.076,-1.316
2612,137,2.023,-131.621,-0.961
2613,65,1.001,-133.106,-2.048
2614,101,1.527,-143.128,-1.417
2615,100,1.507,-115.025,-1.15
2616,86,1.276,-104.502,-1.215
2617,75,1.104,-109.677,-1.462
2618,119,1.739,-111.542,-0.937
2619,102,1.601,-133.185,-1.306
2620,102,1.668,-75.372,-0.739
2621,130,2.09,-126.398,-0.972
2622,99,1.615,-120.755,-1.22
2623,98,1.544,-113.95,-1.163
2624,72,1.14,-137.593,-1.911
2625,101,1.517,-151.498,-1.5
2626,74,1.152,-116.397,-1.573
2627,107,1.644,-85.666,-0.801
2628,112,1.676,-135.883,-1.213
2629,77,1.191,-95.042,-1.234
2630,110,1.729,-178.802,-1.625
2631,100,1.575,-137.215,-1.372
2632,109,1.656,-82.11,-0.753
2633,71,1.119,-95.533,-1.346
2634,136,1.948,-127.697,-0.939
2635,84,1.196,-112.99,-1.345
2636,77,1.087,-100.509,-1.305
2637,75,1.093,-106.7,-1.423
2638,129,1.834,-140.24,-1.087
2639,97,1.457,-110.903,-1.143
2640,95,1.372,-103.715,-1.092
2641,114,1.651,-130.689,-1.146
2642,138,1.958,-83.329,-0.604
2643,167,2.411,-103.919,-0.622
2644,76,1.09,-92.914,-1.223
2645,154,2.23,-59.009,-0.383
2646,113,1.682,-193.395,-1.711
2647,98,1.376,-160.765,-1.64
2648,119,1.726,-109.887,-0.923
2649,67,0.985,-86.481,-1.291
2650,113,1.646,-132.691,-1.174
2651,108,1.543,-111.933,-1.036
2652,104,1.496,-136.048,-1.308
2653,106,1.534,-76.206,-0.719
2654,91,1.31,-108.679,-1.194
2655,93,1.37,-143.851,-1.547
2656,72,1.084,-194.687,-2.704
2657,88,1.303,-156.611,-1.78
2658,75,1.096,-111.224,-1.483
2659,134,1.913,-122.413,-0.914
2660,81,1.158,-135.724,-1.676
2661,138,1.975,-176.718,-1.281
2662,70,1.028,-109.271,-1.561
2663,63,0.908,-94.547,-1.501
2664,169,2.424,-88.685,-0.525
2665,128,1.835,-153.427,-1.199
2666,96,1.371,-149.464,-1.557
2667,68,0.984,-139.663,-2.054
2668,106,1.511,-158.747,-1.498
2669,98,1.449,-113.401,-1.157
2670,85,1.199,-118.918,-1.399
2671,105,1.535,-164.84,-1.57
2672,96,1.436,-163.518,-1.703
2673,143,2.186,-230.912,-1.615
2674,90,1.292,-117.032,-1.3
2675,101,1.439,-130.973,-1.297
2676,82,1.193,-164.177,-2.002
2677,82,1.192,-124.013,-1.512
2678,116,1.654,-102.365,-0.882
2679,82,1.195,-95.526,-1.165
2680,91,1.323,-156.331,-1.718
2681,106,1.526,-174.116,-1.643
2682,121,1.722,-266.649,-2.204
2683,137,1.943,-138.303,-1.01
2684,68,1.005,-83.69,-1.231
2685,111,1.593,-106.873,-0.963
2686,131,1.862,-85.143,-0.65
2687,126,1.795,-165.023,-1.31
2688,95,1.342,-187.48,-1.973
2689,84,1.308,-156.593,-1.864
2690,76,1.126,-149.081,-1.962
2691,74,1.365,-130.106,-1.758
2692,66,1.291,-81.925,-1.241
2693,116,1.79,-173.983,-1.5
2694,115,1.718,-110.047,-0.957
2695,126,1.802,-226.413,-1.797
2696,88,1.268,-129.384,-1.47
2697,96,1.381,-167.811,-1.748
2698,78,1.155,-124.253,-1.593
2699,128,1.827,-226.864,-1.772
2700,128,1.835,-141.754,-1.107
2701,103,1.541,-124.02,-1.204
2702,103,1.54,-133.858,-1.3
2703,110,1.603,-221.364,-2.012
2704,80,1.17,-113.933,-1.424
2705,102,1.441,-166.995,-1.637
2706,86,1.244,-109.793,-1.277
2707,114,1.585,-131.791,-1.156
2708,71,1.026,-107.111,-1.509
2709,112,1.595,-86.932,-0.776
2710,140,2.005,-75.103,-0.536
2711,89,1.254,-130.75,-1.469
2712,95,1.403,-93.411,-0.983
2713,67,0.967,-109.519,-1.635
2714,104,1.51,-141.427,-1.36
2715,122,1.734,-125.347,-1.027
2716,80,1.15,-123.501,-1.544
2717,90,1.308,-114.387,-1.271
2718,119,1.744,-125.48,-1.054
2719,107,1.559,-89.888,-0.84
2720,82,1.209,-77.449,-0.945
2721,89,1.276,-29.772,-0.335
2722,120,1.713,-121.186,-1.01
2723,107,1.569,-105.426,-0.985
2724,144,2.056,-203.521,-1.413
2725,105,1.489,-65.266,-0.622
2726,99,1.414,-67.157,-0.678
2727,121,1.705,-94.416,-0.78
2728,111,1.611,-122.776,-1.106
2729,71,1.008,-138.088,-1.945
2730,109,1.581,-140.856,-1.292
2731,107,1.561,-107.147,-1.001
2732,111,1.593,-142.91,-1.287
2733,88,1.268,-98.864,-1.123
2734,67,0.973,-94.235,-1.406
2735,60,0.846,-118.626,-1.977
2736,109,1.544,-88.265,-0.81
2737,83,1.191,-97.396,-1.173
2738,87,1.241,-172.296,-1.98
2739,96,1.394,-138.705,-1.445
2740,78,1.084,-120.459,-1.544
2741,124,1.776,-127.888,-1.031
2742,119,1.691,-174.856,-1.469
2743,106,1.542,-131.401,-1.24
2744,99,1.402,-113.71,-1.149
2745,136,1.936,-117.909,-0.867
2746,133,1.923,-151.663,-1.14
2747,96,1.405,-175.496,-1.828
2748,142,2.029,-159.712,-1.125
2749,109,1.546,-133.888,-1.228
2750,80,1.114,-94.79,-1.185
2751,68,0.966,-108.473,-1.595
2752,64,0.922,-121.54,-1.899
2753,189,2.697,-65.217,-0.345
2754,77,1.13,-109.521,-1.422
2755,153,2.278,-314.561,-2.056
2756,118,1.719,-146.862,-1.245
2757,69,1.024,-123.245,-1.786
2758,82,1.137,-63.527,-0.775
2759,104,1.496,-316.443,-3.043
2760,102,1.478,-137.197,-1.345
2761,118,1.649,-94.655,-0.802
2762,107,1.521,-172.531,-1.612
2763,79,1.128,-88.751,-1.123
2764,79,1.13,-120.293,-1.523
2765,79,1.129,-136.495,-1.728
2766,88,1.246,-96.283,-1.094
2767,102,1.456,-118.644,-1.163
2768,103,1.484,-87.955,-0.854
2769,91,1.315,-114.287,-1.256
2770,133,1.955,-372.23,-2.799
2771,62,0.9,-123.056,-1.985
2772,95,1.374,-144.188,-1.518
2773,71,1.043,-104.259,-1.468
2774,92,1.358,-203.92,-2.217
2775,72,1.078,-132.393,-1.839
2776,110,1.579,-234.268,-2.13
2777,109,1.548,-134.392,-1.233
2778,89,1.294,-164.724,-1.851
2779,76,1.132,-117.64,-1.548
2780,140,2.04,-120.206,-0.859
2781,164,2.421,-108.591,-0.662
2782,133,1.93,-127.727,-0.96
2783,87,1.27,-105.407,-1.212
2784,130,1.844,-111.215,-0.856
2785,138,1.963,-117.306,-0.85
2786,71,1.026,-85.022,-1.197
2787,136,1.932,-65.217,-0.48
2788,81,1.17,-130.622,-1.613
2789,125,1.819,-110.898,-0.887
2790,100,1.39,-129.784,-1.298
2791,124,1.759,-108.99,-0.879
2792,111,1.596,-127.67,-1.15
2793,145,2.097,-343.12,-2.366
2794,84,1.2,-105.139,-1.252
2795,84,1.181,-107.29,-1.277
2796,122,1.692,-116.12,-0.952
2797,123,1.753,-114.948,-0.935
2798,102,1.494,-115.998,-1.137
2799,95,1.377,-134.001,-1.411
2800,122,1.847,-103.869,-0.851
2801,139,1.994,-115.858,-0.834
2802,117,1.686,-321.575,-2.749
2803,80,1.145,-129.527,-1.619
2804,134,1.888,-156.864,-1.171
2805,141,2.05,-88.9,-0.63
2806,88,1.31,-116.352,-1.322
2807,74,1.089,-80.44,-1.087
2808,97,1.37,-202.778,-2.09
2809,115,1.633,-104.298,-0.907
2810,93,1.333,-178.777,-1.922
2811,77,1.142,-195.784,-2.543
2812,88,1.289,-89.371,-1.016
2813,82,1.193,-97.542,-1.19
2814,104,1.549,-151.138,-1.453
2815,118,1.697,-128.826,-1.092
2816,124,1.794,-200.081,-1.614
2817,89,1.317,-66.657,-0.749
2818,73,1.124,-113.092,-1.549
2819,80,1.134,-159.608,-1.995
2820,79,1.124,-136.408,-1.727
2821,120,1.71,-78.489,-0.654
2822,122,1.708,-96.993,-0.795
2823,107,1.515,-136.009,-1.271
2824,114,1.654,-108.432,-0.951
2825,93,1.354,-110.482,-1.188
2826,131,1.867,-111.943,-0.855
2827,113,1.66,-122.232,-1.082
2828,73,1.024,-142.995,-1.959
2829,89,1.246,-96.127,-1.08
2830,96,1.365,-108.95,-1.135
2831,62,0.906,-147.771,-2.383
2832,78,1.084,-93.158,-1.194
2833,134,1.925,-71.368,-0.533
2834,125,1.786,-170.65,-1.365
2835,112,1.637,-212.732,-1.899
2836,95,1.405,-127.761,-1.345
2837,118,1.664,-119.105,-1.009
2838,120,1.662,-97.616,-0.813
2839,100,1.449,-171.597,-1.716
2840,83,1.184,-129.768,-1.563
2841,108,1.519,-146.227,-1.354
2842,137,1.941,-138.488,-1.011
2843,112,1.589,-121.786,-1.087
2844,64,0.901,-125.932,-1.968
2845,81,1.182,-126.965,-1.567
2846,177,2.545,-139.814,-0.79
2847,104,1.464,-181.228,-1.743
2848,129,1.81,-87.981,-0.682
2849,80,1.138,-145.767,-1.822
2850,131,1.875,-84.194,-0.643
2851,117,1.966,-76.982,-0.658
2852,102,1.552,-126.758,-1.243
2853,103,1.679,-103.371,-1.004
2854,119,1.721,-135.434,-1.138
2855,87,1.278,-146.459,-1.683
2856,56,0.987,-122.854,-2.194
2857,68,1.235,-137.227,-2.018
2858,69,1.035,-128.106,-1.857
2859,134,2.002,-82.15,-0.613
2860,76,1.238,-113.621,-1.495
2861,94,1.681,-127.401,-1.355
2862,91,1.658,-182.627,-2.007
2863,76,1.274,-133.372,-1.755
2864,77,1.156,-133.261,-1.731
2865,115,1.7,-177.022,-1.539
2866,83,1.209,-80.036,-0.964
2867,78,1.172,-95.969,-1.23
2868,68,1.016,-134.903,-1.984
2869,70,1.041,-94.565,-1.351
2870,99,1.477,-91.845,-0.928
2871,141,2.137,-129.533,-0.919
2872,158,2.29,-316.701,-2.004
2873,126,1.835,-111.763,-0.887
2874,66,0.965,-101.201,-1.533
2875,122,1.761,-74.534,-0.611
2876,70,1.025,-132.426,-1.892
2877,86,1.241,-92.946,-1.081
2878,150,2.128,-88.035,-0.587
2879,132,1.891,-119.143,-0.903
2880,207,2.965,-90.243,-0.436
2881,110,1.565,-94.332,-0.858
2882,69,1.027,-119.177,-1.727
2883,90,1.3,-50.438,-0.56
2884,97,1.356,-122.805,-1.266
2885,128,1.834,-62.922,-0.492
2886,123,1.778,-125.972,-1.024
2887,147,2.093,-237.752,-1.617
2888,99,1.415,-125.738,-1.27
2889,78,1.129,-114.692,-1.47
2890,78,1.142,-132.902,-1.704
2891,85,1.258,-167.188,-1.967
2892,148,2.131,-68.598,-0.463
2893,91,1.297,-150.189,-1.65
2894,182,2.589,-90.901,-0.499
2895,112,1.604,-146.917,-1.312
2896,139,2.002,-139.994,-1.007
2897,83,1.194,-156.297,-1.883
2898,101,1.474,-102.524,-1.015
2899,131,1.846,-99.115,-0.757
2900,84,1.249,-116.84,-1.391
2901,84,1.249,-102.353,-1.218
2902,86,1.24,-106.32,-1.236
2903,96,1.346,-141.031,-1.469
2904,115,1.651,-135.52,-1.178
2905,164,2.334,-109.958,-0.67
2906,106,1.493,-92.94,-0.877
2907,78,1.13,-115.18,-1.477
2908,81,1.129,-66.244,-0.818
2909,83,1.195,-110.438,-1.331
2910,130,1.849,-298.693,-2.298
2911,90,1.305,-37.104,-0.412
2912,104,1.486,-89.841,-0.864
2913,112,1.603,-131.712,-1.176
2914,128,1.866,-129.923,-1.015
2915,208,2.956,-208.251,-1.001
2916,117,1.674,-95.859,-0.819
2917,105,1.473,-128.153,-1.221
2918,126,1.809,-93.01,-0.738
2919,94,1.321,-230.931,-2.457
2920,82,1.171,-102.937,-1.255
2921,108,1.497,-157.589,-1.459
2922,70,0.957,-105.302,-1.504
2923,107,1.526,-119.151,-1.114
2924,89,1.244,-136.5,-1.534
2925,156,2.281,-78.837,-0.505
2926,76,1.113,-108.786,-1.431
2927,118,1.685,-153.87,-1.304
2928,90,1.228,-146.036,-1.623
2929,105,1.554,-134.972,-1.285
2930,71,1.022,-113.134,-1.593
2931,170,2.41,-70.947,-0.417
2932,117,1.651,-94.176,-0.805
2933,84,1.185,-119.828,-1.427
2934,74,1.072,-65.209,-0.881
2935,117,1.668,-100.099,-0.856
2936,89,1.254,-115.261,-1.295
2937,82,1.183,-90.496,-1.104
2938,137,1.962,-107.054,-0.781
2939,108,1.525,-103.748,-0.961
2940,82,1.123,-107.544,-1.312
2941,69,1.007,-135.413,-1.963
2942,131,1.838,-64.466,-0.492
2943,115,1.632,-152.88,-1.329
2944,109,1.539,-139.937,-1.284
2945,95,1.343,-91.86,-0.967
2946,109,1.515,-63.043,-0.578
2947,88,1.228,-133.816,-1.521
2948,93,1.338,-72.206,-0.776
2949,102,1.457,-246.31,-2.415
2950,109,1.53,-173.314,-1.59
2951,125,1.798,-151.667,-1.213
2952,144,2.059,-126.771,-0.88
2953,86,1.24,-142.934,-1.662
2954,113,1.573,-132.476,-1.172
2955,97,1.397,-97.736,-1.008
2956,76,1.125,-118.487,-1.559
2957,139,1.978,-97.623,-0.702
2958,86,1.265,-97.658,-1.136
2959,176,2.471,-123.744,-0.703
2960,129,1.799,-192.678,-1.494
2961,139,1.953,-106.943,-0.769
2962,69,0.966,-149.905,-2.173
2963,109,1.524,-123.442,-1.132
2964,137,1.989,-126.061,-0.92
2965,91,1.284,-112.22,-1.233
2966,91,1.279,-175.114,-1.924
2967,99,1.392,-132.505,-1.338
2968,75,1.075,-79.765,-1.064
2969,97,1.416,-136.293,-1.405
2970,98,1.355,-99.013,-1.01
2971,121,1.75,-111.512,-0.922
2972,78,1.13,-99.168,-1.271
2973,121,1.673,-103.047,-0.852
2974,98,1.392,-167.3,-1.707
2975,65,0.919,-107.436,-1.653
2976,92,1.295,-186.113,-2.023
2977,164,2.324,-130.989,-0.799
2978,69,0.983,-130.449,-1.891
2979,105,1.498,-131.958,-1.257
2980,127,1.799,-84.502,-0.665
2981,106,1.524,-91.279,-0.861
2982,84,1.185,-119.115,-1.418
2983,108,1.519,-121.095,-1.121
2984,96,1.381,-99.298,-1.034
2985,161,2.269,-144.193,-0.896
2986,149,2.11,-111.568,-0.749
2987,79,1.134,-153.04,-1.937
2988,117,1.663,-112.016,-0.957
2989,127,1.811,-198.039,-1.559
2990,112,1.61,-107.377,-0.959
2991,95,1.376,-140.262,-1.476
2992,69,1.116,-112.226,-1.626
2993,87,1.243,-145.574,-1.673
2994,141,2.014,-114.639,-0.813
2995,120,1.725,-187.423,-1.562
2996,114,1.663,-126.448,-1.109
2997,102,1.483,-128.994,-1.265
2998,106,1.515,-74.872,-0.706
2999,131,1.877,-91.1,-0.695
3000,136,1.933,-75.645,-0.556
3001,90,1.307,-133.859,-1.487
3002,98,1.43,-119.737,-1.222
3003,95,1.376,-124.347,-1.309
3004,131,1.872,-110.457,-0.843
3005,86,1.216,-151.542,-1.762
3006,91,1.391,-159.868,-1.757
3007,77,1.26,-142.536,-1.851
3008,83,1.309,-88.399,-1.065
3009,104,1.521,-120.011,-1.154
3010,90,1.303,-127.569,-1.417
3011,69,1.023,-134.652,-1.951
3012,110,1.554,-108.202,-0.984
3013,86,1.265,-123.726,-1.439
3014,96,1.365,-138.19,-1.439
3015,118,1.726,-110.384,-0.935
3016,73,1.101,-105.6,-1.447
3017,107,1.55,-112.295,-1.049
3018,99,1.424,-119.614,-1.208
3019,94,1.371,-105.742,-1.125
3020,103,1.482,-108.839,-1.057
3021,73,1.084,-127.124,-1.741
3022,63,0.903,-101.869,-1.617
3023,108,1.518,-95.834,-0.887
3024,112,1.618,-159.789,-1.427
3025,80,1.153,-116.276,-1.453
3026,83,1.187,-122.584,-1.477
3027,112,1.581,-348.907,-3.115
3028,98,1.425,-113.769,-1.161
3029,181,2.568,-164.463,-0.909
3030,110,1.564,-85.932,-0.781
3031,93,1.367,-133.912,-1.44
3032,99,1.414,-140.064,-1.415
3033,106,1.544,-113.088,-1.067
3034,85,1.186,-64.054,-0.754
3035,107,1.542,-208.067,-1.945
3036,81,1.149,-125.909,-1.554
3037,99,1.434,-128.887,-1.302
3038,75,1.082,-136.876,-1.825
3039,111,1.611,-130.86,-1.179
3040,98,1.432,-128.843,-1.315
3041,110,1.512,-123.915,-1.127
3042,111,1.618,-111.687,-1.006
3043,127,1.81,-221.604,-1.745
3044,87,1.252,-130.897,-1.505
3045,115,1.66,-127.552,-1.109
3046,67,0.972,-108.531,-1.62
3047,69,0.981,-138.809,-2.012
3048,150,2.135,-68.318,-0.455
3049,113,1.617,-162.509,-1.438
3050,113,1.668,-120.126,-1.063
3051,106,1.655,-140.147,-1.322
3052,135,2.011,-94.98,-0.704
3053,83,1.283,-116.61,-1.405
3054,101,1.48,-139.28,-1.379
3055,112,1.627,-138.267,-1.235
3056,90,1.301,-132.442,-1.472
3057,111,1.6,-90.363,-0.814
3058,107,1.538,-114.625,-1.071
3059,78,1.131,-107.537,-1.379
3060,106,1.531,-121.795,-1.149
3061,164,2.494,-62.311,-0.38
3062,105,1.557,-132.809,-1.265
3063,89,1.252,-114.278,-1.284
3064,97,1.376,-62.355,-0.643
3065,112,1.604,-130.165,-1.162
3066,114,1.631,-92.193,-0.809
3067,100,1.432,-93.087,-0.931
3068,85,1.169,-121.484,-1.429
3069,146,2.081,-124.31,-0.851
3070,132,1.94,-89.224,-0.676
3071,88,1.295,-128.726,-1.463
3072,129,1.964,-71.211,-0.552
3073,124,1.749,-99.648,-0.804
3074,125,1.782,-129.637,-1.037
3075,95,1.351,-64.687,-0.681
3076,78,1.103,-132.754,-1.702
3077,83,1.197,-83.276,-1.003
3078,87,1.238,-109.481,-1.258
3079,119,1.681,-84.823,-0.713
3080,83,1.197,-94.978,-1.144
3081,82,1.177,-128.443,-1.566
3082,65,0.906,-117.386,-1.806
3083,110,1.579,-124.856,-1.135
3084,99,1.424,-152.136,-1.537
3085,85,1.273,-109.116,-1.284
3086,81,1.206,-99.025,-1.223
3087,75,1.089,-150.206,-2.003
3088,74,1.091,-115.806,-1.565
3089,106,1.533,-106.339,-1.003
3090,79,1.165,-69.774,-0.883
3091,94,1.399,-117.875,-1.254
3092,89,1.28,-107.834,-1.212
3093,77,1.096,-126.723,-1.646
3094,84,1.207,-120.126,-1.43
3095,128,1.854,-115.245,-0.9
3096,107,1.532,-77.284,-0.722
3097,134,1.913,-104.606,-0.781
3098,86,1.272,-87.406,-1.016
3099,66,0.988,-95.109,-1.441
3100,69,1.024,-122.302,-1.772
3101,113,1.691,-74.219,-0.657
3102,126,1.821,-109.324,-0.868
3103,72,1.064,-80.552,-1.119
3104,84,1.235,-122.383,-1.457
3105,129,1.872,-124.436,-0.965
3106,90,1.264,-127.925,-1.421
3107,81,1.205,-132.255,-1.633
3108,109,1.598,-154.716,-1.419
3109,110,1.548,-115.351,-1.049
3110,107,1.554,-84.452,-0.789
3111,117,1.656,-123.135,-1.052
3112,95,1.399,-102.606,-1.08
3113,100,1.438,-134.499,-1.345
3114,66,0.976,-105.303,-1.596
3115,77,1.139,-107.093,-1.391
3116,133,1.902,-127.478,-0.958
3117,131,1.879,-104.221,-0.796
3118,123,1.774,-111.656,-0.908
3119,91,1.339,-72.213,-0.794
3120,85,1.257,-151.291,-1.78
3121,90,1.331,-91.385,-1.015
3122,112,1.625,-128.751,-1.15
3123,126,1.854,-97.3,-0.772
3124,83,1.288,-149.591,-1.802
3125,77,1.154,-117.26,-1.523
3126,114,1.641,-102.088,-0.896
3127,116,1.687,-125.017,-1.078
3128,94,1.377,-99.298,-1.056
3129,162,2.368,-108.575,-0.67
3130,91,1.318,-131.728,-1.448
3131,152,2.195,-122.134,-0.804
3132,150,2.125,-115.937,-0.773
3133,88,1.293,-151.013,-1.716
3134,117,1.701,-147.542,-1.261
3135,106,1.537,-125.288,-1.182
3136,110,1.616,-123.072,-1.119
3137,117,1.735,-124.967,-1.068
3138,75,1.113,-90.69,-1.209
3139,137,1.989,-166.641,-1.216
3140,98,1.404,-130.235,-1.329
3141,131,1.901,-112.786,-0.861
3142,91,1.331,-113.05,-1.242
3143,153,2.195,-106.318,-0.695
3144,124,1.815,-120.908,-0.975
3145,104,1.5,-123.103,-1.184
3146,79,1.158,-166.008,-2.101
3147,133,1.903,-143.87,-1.082
3148,75,1.111,-152.822,-2.038
3149,72,1.034,-124.03,-1.723
3150,73,1.046,-190.221,-2.606
3151,77,1.092,-128.011,-1.662
3152,66,0.984,-113.019,-1.712
3153,115,1.669,-129.428,-1.125
3154,87,1.295,-97.504,-1.121
3155,75,1.209,-83.346,-1.111
3156,99,1.498,-305.736,-3.088
3157,138,1.948,-131.148,-0.95
3158,66,1.005,-103.333,-1.566
3159,142,2.011,-115.591,-0.814
3160,117,1.739,-270.804,-2.315
3161,120,1.791,-94.794,-0.79
3162,99,1.443,-86.152,-0.87
3163,72,1.029,-114.904,-1.596
3164,151,2.182,-111.942,-0.741
3165,110,1.594,-149.713,-1.361
3166,129,1.89,-157.76,-1.223
3167,105,1.502,-97.395,-0.928
3168,87,1.266,-71.973,-0.827
3169,120,1.728,-65.26,-0.544
3170,121,1.755,-53.115,-0.439
3171,133,1.918,-74.352,-0.559
3172,96,1.418,-104.297,-1.086
3173,98,1.432,-117.446,-1.198
3174,100,1.422,-79.823,-0.798
3175,126,1.819,-137.878,-1.094
3176,72,1.032,-109.282,-1.518
3177,153,2.244,-175.581,-1.148
3178,128,1.896,-95.213,-0.744
3179,127,1.842,-95.342,-0.751
3180,110,1.627,-143.478,-1.304
3181,164,2.34,-62.009,-0.378
3182,133,1.944,-119.385,-0.898
